source_clean_index,source_Track URI,source_Track Name,source_Artist Name(s),source_track_id,source_pid,source_region_genre_id,source_position,source_pid_position,source_audio_path,source_audio_relative_path,source_downloaded_title,source_downloaded_playlist_name,source_downloaded_position,source_position_matches,source_filename,source_has_audio,target_clean_index,target_Track URI,target_Track Name,target_Artist Name(s),target_track_id,target_pid,target_region_genre_id,target_position,target_pid_position,target_audio_path,target_audio_relative_path,target_downloaded_title,target_downloaded_playlist_name,target_downloaded_position,target_position_matches,target_filename,target_has_audio,label
1498.0,spotify:track:5N21MtYa2f16k5XrgweCv6,Khoya Khoya,Anumita Nadesan,5N21MtYa2f16k5XrgweCv6,17,western_chill_lyrics,45,17_45,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\45. Khoya Khoya.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\45. Khoya Khoya.mp3,Khoya Khoya,Indie 'n' Chill,45.0,True,45. Khoya Khoya.mp3,True,1499.0,spotify:track:6uJ6KxWCNszP9VDtZm5A0C,Bewajah,somanshu;Neeti Mohan,6uJ6KxWCNszP9VDtZm5A0C,17.0,western_chill_lyrics,46.0,17_46,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\46. Bewajah.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie 'n' Chill\46. Bewajah.mp3,Bewajah,Indie 'n' Chill,46.0,True,46. Bewajah.mp3,True,1
,,slowly recovering,too unbothered.,2eal2q11b33vOH8eCWUtAK,29,western_sleep,37,29_37,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\37. slowly recovering.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\37. slowly recovering.mp3,,,,,,,,,Titli,Vishal-Shekhar;Chinmayi;Gopi Sundar,0joXv5niso2T8YXWOlIe1X,9.0,hindi_study,38.0,9_38,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\51. Titli.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\51. Titli.mp3,,,,,,,0
,,Daylight Fades Away,Soothing Oasis,61HGXhzV7OHCVMdRaqBaxY,28,western_sleep,82,28_82,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\82. Daylight Fades Away.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\82. Daylight Fades Away.mp3,,,,,,,,,Dil Ibaadat - Lofi Flip,Deepanshu Ruhela;Pritam;KK;Bollywood Lofi;Sayeed Quadri,16cuM5q46CqebnhdRB1nQG,27.0,western_sleep,55.0,27_55,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\55. Dil Ibaadat - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\western\sleep\Lofi Sleeping Songs 😴 Romantic Slowed + Reverbed Hindi Lofi Songs\55. Dil Ibaadat - Lofi Flip.mp3,,,,,,,0
,,Guleba,Vivek - Mervin;Anirudh Ravichander;Mervin Solomon,2js9xBYSV4wNrVykUK5vgs,20,western_dj,49,20_49,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\49. Guleba.mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\49. Guleba.mp3,,,,,,,,,Peace,Soothing Oasis,4ByZrunv64RiWCnZ9G4Emk,28.0,western_sleep,89.0,28_89,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\89. Peace.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\89. Peace.mp3,,,,,,,0
1271.0,spotify:track:5NwpfDSHmNc7gu23GQK5DF,All My Days,Alexi Murdoch,5NwpfDSHmNc7gu23GQK5DF,15,western_chill_lyrics,55,15_55,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\18. All My Days.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\18. All My Days.mp3,All My Days,acoustic chill,18.0,False,18. All My Days.mp3,True,1272.0,spotify:track:3nQbf8wfMOkKeLRe45kNFc,I Know You Know Me (With Matt Berninger),Caroline Spence;Matt Berninger,3nQbf8wfMOkKeLRe45kNFc,15.0,western_chill_lyrics,56.0,15_56,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\44. I Know You Know Me (With Matt Berninger).mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\acoustic chill\44. I Know You Know Me (With Matt Berninger).mp3,I Know You Know Me (With Matt Berninger),acoustic chill,44.0,False,44. I Know You Know Me (With Matt Berninger).mp3,True,1
3146.0,spotify:track:4RlMbOkyGmnRQAlR0B16cX,As Dusk Falls,Soothing Oasis,4RlMbOkyGmnRQAlR0B16cX,28,western_sleep,16,28_16,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\16. As Dusk Falls.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\16. As Dusk Falls.mp3,As Dusk Falls,Sleep Music for Deep Sleeping,16.0,True,16. As Dusk Falls.mp3,True,3147.0,spotify:track:4wSp1HQBGcop20e5LDm85q,Meadow,Avery's Ambient,4wSp1HQBGcop20e5LDm85q,28.0,western_sleep,17.0,28_17,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\17. Meadow.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\17. Meadow.mp3,Meadow,Sleep Music for Deep Sleeping,17.0,True,17. Meadow.mp3,True,1
,,Broken Clouds,Sarah Watson,7eTFAr4Gn65lrI8IRXNsx6,22,western_focus,84,22_84,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\89. Broken Clouds.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\89. Broken Clouds.mp3",,,,,,,,,car,Royel Otis,6hkafjAcHMk1TtSF6w2wIx,18.0,western_chill_lyrics,10.0,18_10,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\60. car.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\Indie Chillout\60. car.mp3,,,,,,,0
1934.0,spotify:track:7CHi4DtfK4heMlQaudCuHK,Lose Control,MEDUZA;Becky Hill;Goodboys,7CHi4DtfK4heMlQaudCuHK,21,western_dj,19,21_19,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\19. Lose Control.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\19. Lose Control.mp3,Lose Control,ENGLISH CLUB SONGS,19.0,True,19. Lose Control.mp3,True,1935.0,spotify:track:7DOY05Rq6GnUWK41gksfTn,Move It,404BABY,7DOY05Rq6GnUWK41gksfTn,21.0,western_dj,20.0,21_20,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\20. Move It.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\20. Move It.mp3,Move It,ENGLISH CLUB SONGS,20.0,True,20. Move It.mp3,True,1
,,Beneath the Quiet,No One Is Listening,5uzLjHqQLk0lCjH7dw9VAF,29,western_sleep,7,29_7,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\7. Beneath the Quiet.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\7. Beneath the Quiet.mp3,,,,,,,,,Zara Sa,Pritam;KK;Sayeed Quadri,18YHbIhrleUkKKj2DvEp79,3.0,hindi_chill_lyrics,144.0,3_144,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\11. Zara Sa.mp3,data\raw_playlist_songs_downloaded\hindi\chill_lyrics\Peaceful & Soft Hindi Songs\11. Zara Sa.mp3,,,,,,,0
,,equilibrium,Holly Jones,4rlorWDmvzDcfVDXgugCzL,22,western_focus,31,22_31,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\33. equilibrium.mp3","data\raw_playlist_songs_downloaded\western\focus\Calm Study _ Instrumentals for Focus, Work, Reading\33. equilibrium.mp3",,,,,,,,,Dreams of Summer,Chetco Effect,1jVckG8SZelmhcOUEQTmCb,25.0,western_focus,22.0,25_22,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\31. Dreams of Summer.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\31. Dreams of Summer.mp3,,,,,,,0
,,Falling Star,Soothing Oasis,6GvUhZKl1Y1KUCsdYqLSjF,28,western_sleep,68,28_68,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\68. Falling Star.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\68. Falling Star.mp3,,,,,,,,,Saibo - Lofi Flip,VIBIE;Sachin-Jigar;Shreya Ghoshal;Tochi Raina;Bollywood Lofi,1E16f7KcZmuXuhlenRwA2m,8.0,hindi_study,44.0,8_44,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\43. Saibo - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\43. Saibo - Lofi Flip.mp3,,,,,,,0
752.0,spotify:track:32LKwbmh6yVsWoRRF8DIvf,Na Ja,Pav Dharia,32LKwbmh6yVsWoRRF8DIvf,9,hindi_study,33,9_33,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\42. Na Ja.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\42. Na Ja.mp3,Na Ja,Studying Bollywood Songs,42.0,False,42. Na Ja.mp3,True,753.0,spotify:track:0WdbnNKO0Jt4BZACSDQh44,"Ghungroo (From ""War"")",Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,0WdbnNKO0Jt4BZACSDQh44,9.0,hindi_study,34.0,9_34,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\43. Ghungroo (From _War_).mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\43. Ghungroo (From _War_).mp3,Ghungroo (From _War_),Studying Bollywood Songs,43.0,False,43. Ghungroo (From _War_).mp3,True,1
,,Growing Free,Noah Foem,7Ey06jUeAOE6BiJysv5LFF,26,western_focus,71,26_71,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\71. Growing Free.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\71. Growing Free.mp3,,,,,,,,,Hotel Room Service,Pitbull,0OPyDgTRuIdCJ9B4bYSths,21.0,western_dj,1.0,21_1,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\1. Hotel Room Service.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\1. Hotel Room Service.mp3,,,,,,,0
,,Hawayein - Lofi Flip,VIBIE;Arijit Singh;Pritam;Bollywood Lofi,5w1MhmSc5S5iHnhy4s3fFb,8,hindi_study,54,8_54,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\53. Hawayein - Lofi Flip.mp3,data\raw_playlist_songs_downloaded\hindi\study\Study Music Hindi (Lofi Songs)\53. Hawayein - Lofi Flip.mp3,,,,,,,,,Skyscraper,Sorai,3AYHI7qsr1lVLGieNgCpkf,25.0,western_focus,46.0,25_46,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\74. Skyscraper.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\74. Skyscraper.mp3,,,,,,,0
,,Danza Kuduro,Don Omar;Lucenzo,6DXLO8LndZMVOHM0wNbpzg,21,western_dj,33,21_33,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\33. Danza Kuduro.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\33. Danza Kuduro.mp3,,,,,,,,,Eternal Calm,Isidorus,7vcFleHortFAKdqGn7J9aV,26.0,western_focus,38.0,26_38,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\38. Eternal Calm.mp3,data\raw_playlist_songs_downloaded\western\focus\Instrumental Study\38. Eternal Calm.mp3,,,,,,,0
,,Radha,Vishal-Shekhar;Shreya Ghoshal;Udit Narayan;Vishal Dadlani;Shekhar Ravjiani,6f7zyAEUCZuvX4Zty62Z5o,9,hindi_study,42,9_42,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\55. Radha.mp3,data\raw_playlist_songs_downloaded\hindi\study\Studying Bollywood Songs\55. Radha.mp3,,,,,,,,,lucid,ist;Coste,1CFsOYCZOi8tXmnvouSQET,29.0,western_sleep,17.0,29_17,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\17. lucid.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\17. lucid.mp3,,,,,,,0
,,Night Breeze,Soothing Oasis,7i7WGaF9qTWs70HJyLNybu,28,western_sleep,78,28_78,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\78. Night Breeze.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\78. Night Breeze.mp3,,,,,,,,,For Two,APE;oliver.,1Vrs62N0t96yDyEnHEKfNX,16.0,western_chill_lyrics,10.0,16_10,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\10. For Two.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\10. For Two.mp3,,,,,,,0
,,"O Saki Saki (From ""Batla House"")",Vishal-Shekhar;Neha Kakkar;Tulsi Kumar;B Praak,4cFwhwH5ydnHgB0Tv3lZsm,20,western_dj,40,20_40,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Songs\40. O Saki Saki (From _Batla House_).mp3,data\raw_playlist_songs_downloaded\western\dj\DJ Songs\40. O Saki Saki (From _Batla House_).mp3,,,,,,,,,Deep Slumber,Avery's Ambient,2fbcLWdZdoCtYPcORJicZR,28.0,western_sleep,19.0,28_19,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\19. Deep Slumber.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\19. Deep Slumber.mp3,,,,,,,0
,,Soft Breeze,Änge,3eJOUAHNk36uNoj6CkdMzD,23,western_focus,36,23_36,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus\39. Soft Breeze.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus\39. Soft Breeze.mp3,,,,,,,,,Supermarket Flowers,Ed Sheeran,4VuS959DSpr82t3qBqCrWG,29.0,western_sleep,80.0,29_80,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\80. Supermarket Flowers.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\80. Supermarket Flowers.mp3,,,,,,,0
,,industrial revolution,the tofu paradigm,3BqQdX1CO7lrCmqJ9HgQUc,25,western_focus,61,25_61,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Focus Flow\29. industrial revolution.mp3,data\raw_playlist_songs_downloaded\western\focus\Focus Flow\29. industrial revolution.mp3,,,,,,,,,Wake Up in the Sky,Gucci Mane;Bruno Mars;Kodak Black,0QIjsbm2fh1cJ45XO9eGqq,21.0,western_dj,48.0,21_48,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\48. Wake Up in the Sky.mp3,data\raw_playlist_songs_downloaded\western\dj\ENGLISH CLUB SONGS\48. Wake Up in the Sky.mp3,,,,,,,0
1636.0,spotify:track:4sMR8fuTzbUyzB0asxifV0,Desire,Ian Asher;Olly Alexander (Years & Years),4sMR8fuTzbUyzB0asxifV0,19,western_dj,36,19_36,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\31. Desire.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\31. Desire.mp3",Desire,"DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats",31.0,False,31. Desire.mp3,True,1637.0,spotify:track:7J3YKBt70o8iB3UXGtUiho,I Wanna Go - John Summit Remix,John Summit;Britney Spears,7J3YKBt70o8iB3UXGtUiho,19.0,western_dj,37.0,19_37,"C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\32. I Wanna Go - John Summit Remix.mp3","data\raw_playlist_songs_downloaded\western\dj\DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats\32. I Wanna Go - John Summit Remix.mp3",I Wanna Go - John Summit Remix,"DJ Music 2026 _ Best DJ Mix, Club Remixes, Top DJ Songs, DJ Hits, DJ Anthems, DJ Playlist, DJ Beats",32.0,False,32. I Wanna Go - John Summit Remix.mp3,True,1
1378.0,spotify:track:1JQQqFSqquoEZVvJXrTFAU,Find You - Radio Edit,Yarmush,1JQQqFSqquoEZVvJXrTFAU,16,western_chill_lyrics,37,16_37,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\77. Find You - Radio Edit.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\77. Find You - Radio Edit.mp3,Find You - Radio Edit,ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025,77.0,False,77. Find You - Radio Edit.mp3,True,1379.0,spotify:track:0tHhogPXLqetSE1Ad5hGvH,Rosanera,Tooker,0tHhogPXLqetSE1Ad5hGvH,16.0,western_chill_lyrics,38.0,16_38,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\78. Rosanera.mp3,data\raw_playlist_songs_downloaded\western\chill_lyrics\ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025\78. Rosanera.mp3,Rosanera,ELECTRO CHILL POP 🌴🥥Tropical House Relax 2025,78.0,False,78. Rosanera.mp3,True,1
3138.0,spotify:track:6OrvXlYgTwdywGn0MNOltG,Night Glow,Soothing Oasis,6OrvXlYgTwdywGn0MNOltG,28,western_sleep,8,28_8,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\8. Night Glow.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\8. Night Glow.mp3,Night Glow,Sleep Music for Deep Sleeping,8.0,True,8. Night Glow.mp3,True,3139.0,spotify:track:5ZBaMtJy5R7Zt6799FfHlM,Mind at Rest,Soothing Oasis,5ZBaMtJy5R7Zt6799FfHlM,28.0,western_sleep,9.0,28_9,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\9. Mind at Rest.mp3,data\raw_playlist_songs_downloaded\western\sleep\Sleep Music for Deep Sleeping\9. Mind at Rest.mp3,Mind at Rest,Sleep Music for Deep Sleeping,9.0,True,9. Mind at Rest.mp3,True,1
,,fairytale,ist;empty street,3i3aOcq0qIn84NUjXz8m8h,29,western_sleep,94,29_94,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\94. fairytale.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\94. fairytale.mp3,,,,,,,,,Solfeggio Frequencies 417 Hz,Dante Flowwell,4Norl3zuhnzPkNTqJPBgeF,24.0,western_focus,88.0,24_88,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\focus\Deep Focus Study Music\89. Solfeggio Frequencies 417 Hz.mp3,data\raw_playlist_songs_downloaded\western\focus\Deep Focus Study Music\89. Solfeggio Frequencies 417 Hz.mp3,,,,,,,0
3464.0,spotify:track:5zCunX8URvLoBHlg1Fnjv6,Already Gone,Sleeping At Last,5zCunX8URvLoBHlg1Fnjv6,29,western_sleep,87,29_87,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\87. Already Gone.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\87. Already Gone.mp3,Already Gone,Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴,87.0,True,87. Already Gone.mp3,True,3465.0,spotify:track:3PFR8zMj3NSGZ0SbOKJi7R,last contact,Aunøra;Ghøst;ist,3PFR8zMj3NSGZ0SbOKJi7R,29.0,western_sleep,88.0,29_88,C:\Users\prith\OneDrive\Desktop\music_pattern_based_recommendation_system\data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\88. last contact.mp3,data\raw_playlist_songs_downloaded\western\sleep\Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴\88. last contact.mp3,last contact,Songs that WILL put you to SLEEP... (100% GUARANTEE!!) 😴,88.0,True,88. last contact.mp3,True,1
